@relation SomeContent

@attribute race {Other,Amer-Indian-Eskimo,White,Black,Asian-Pac-Islander}
@attribute age numeric
@attribute capital-loss numeric
@attribute relationship {Other-relative,Not-in-family,Wife,Husband,Unmarried,Own-child}
@attribute native-country {Hong,South,Japan,Jamaica,Cuba,Canada,Ireland,China,Peru,Columbia,Trinadad&Tobago,Taiwan,Yugoslavia,Guatemala,El-Salvador,Ecuador,Puerto-Rico,Laos,Portugal,United-States,Germany,Hungary,Italy,Dominican-Republic,Outlying-US(Guam-USVI-etc),Nicaragua,Thailand,India,Scotland,Vietnam,Cambodia,Philippines,England,Holand-Netherlands,Iran,Haiti,Greece,Honduras,Mexico,Poland,France}
@attribute occupation {Sales,Machine-op-inspct,Craft-repair,Protective-serv,Armed-Forces,Prof-specialty,Transport-moving,Exec-managerial,Farming-fishing,Adm-clerical,Priv-house-serv,Tech-support,Other-service,Handlers-cleaners}
@attribute hours-per-week numeric
@attribute income {>50K,<=50K}
@attribute fnlwgt numeric
@attribute capital-gain numeric
@attribute sex {Male,Female}
@attribute marital-status {Separated,Divorced,Married-spouse-absent,Married-civ-spouse,Never-married,Widowed,Married-AF-spouse}
@attribute education {Assoc-voc,Some-college,Preschool,Bachelors,Prof-school,Doctorate,5th-6th,Masters,HS-grad,1st-4th,12th,Assoc-acdm,9th,11th,10th,7th-8th}
@attribute education-num numeric
@attribute workclass {Without-pay,Never-worked,Local-gov,Self-emp-not-inc,Private,State-gov,Self-emp-inc,Federal-gov}

@data
Black,28,0,Husband,United-States,Handlers-cleaners,40,<=50K,69107,0,Male,Married-civ-spouse,HS-grad,9,Private
White,26,1977,Husband,United-States,Prof-specialty,40,>50K,291968,0,Male,Married-civ-spouse,Prof-school,15,Private
White,66,0,Not-in-family,United-States,?,40,<=50K,306178,2050,Male,Divorced,10th,6,?
White,32,0,Husband,United-States,Exec-managerial,40,>50K,348152,0,Male,Married-civ-spouse,Masters,14,Private
White,52,0,Husband,United-States,Farming-fishing,40,<=50K,183611,0,Male,Married-civ-spouse,1st-4th,2,Private
White,41,0,Unmarried,United-States,Prof-specialty,43,<=50K,170299,0,Female,Divorced,Assoc-voc,11,Private
White,48,0,Own-child,United-States,Sales,50,>50K,209057,0,Male,Married-spouse-absent,Bachelors,13,Self-emp-not-inc
White,42,0,Unmarried,United-States,Transport-moving,40,<=50K,257328,0,Male,Widowed,HS-grad,9,Private
White,24,0,Husband,United-States,Craft-repair,50,<=50K,437666,2885,Male,Married-civ-spouse,HS-grad,9,Private
White,37,0,Husband,United-States,Exec-managerial,40,>50K,168475,0,Male,Married-civ-spouse,HS-grad,9,Private
White,34,1887,Wife,United-States,Exec-managerial,40,>50K,182274,0,Female,Married-civ-spouse,Some-college,10,Private
White,23,0,Own-child,United-States,Farming-fishing,40,<=50K,353696,0,Male,Never-married,HS-grad,9,Private
White,37,0,Husband,United-States,Handlers-cleaners,40,<=50K,66686,0,Male,Married-civ-spouse,HS-grad,9,Private
White,52,0,Husband,United-States,Exec-managerial,55,>50K,210736,3103,Male,Married-civ-spouse,Some-college,10,Private
Black,25,0,Unmarried,United-States,Handlers-cleaners,25,<=50K,295108,0,Female,Never-married,HS-grad,9,Private
White,32,0,Wife,?,Adm-clerical,35,>50K,118551,0,Female,Married-civ-spouse,Bachelors,13,Private
Amer-Indian-Eskimo,45,0,Husband,United-States,Exec-managerial,40,<=50K,26781,0,Male,Married-civ-spouse,Some-college,10,Self-emp-not-inc
White,25,0,Unmarried,United-States,Adm-clerical,40,<=50K,152035,0,Female,Never-married,HS-grad,9,Private
White,31,0,Husband,United-States,Craft-repair,40,<=50K,176862,0,Male,Married-civ-spouse,Some-college,10,Self-emp-not-inc
White,23,0,Husband,United-States,?,20,<=50K,32897,0,Male,Married-civ-spouse,Assoc-acdm,12,?
Black,34,0,Not-in-family,United-States,Tech-support,40,<=50K,90415,0,Male,Never-married,Assoc-voc,11,Private
White,43,0,Unmarried,United-States,Exec-managerial,40,<=50K,183891,0,Female,Divorced,HS-grad,9,Private
White,76,0,Other-relative,United-States,?,16,<=50K,201986,0,Female,Widowed,11th,7,?
Black,33,0,Not-in-family,United-States,Other-service,35,<=50K,362747,0,Female,Never-married,Some-college,10,Private
White,22,0,Not-in-family,United-States,Machine-op-inspct,50,<=50K,324922,0,Male,Never-married,HS-grad,9,Private
White,56,0,Husband,United-States,Prof-specialty,40,>50K,98418,99999,Male,Married-civ-spouse,Prof-school,15,Self-emp-inc
White,18,0,Own-child,Mexico,Sales,8,<=50K,444822,0,Female,Never-married,11th,7,Private
White,35,0,Husband,United-States,Farming-fishing,60,<=50K,319831,0,Male,Married-civ-spouse,Some-college,10,Self-emp-not-inc
White,43,0,Husband,United-States,Craft-repair,40,<=50K,238530,0,Male,Married-civ-spouse,HS-grad,9,Private
White,61,0,Husband,England,Prof-specialty,50,>50K,96073,0,Male,Married-civ-spouse,Prof-school,15,Self-emp-not-inc
White,28,0,Husband,United-States,Handlers-cleaners,40,<=50K,144833,0,Male,Married-civ-spouse,Some-college,10,Private
White,46,0,Husband,United-States,Exec-managerial,40,>50K,164749,0,Male,Married-civ-spouse,Some-college,10,Private
White,25,0,Not-in-family,United-States,Craft-repair,20,<=50K,295912,0,Male,Never-married,Some-college,10,State-gov
White,19,0,Not-in-family,United-States,Other-service,30,<=50K,39026,0,Male,Never-married,HS-grad,9,Private
White,45,0,Husband,United-States,Sales,40,>50K,33234,0,Male,Married-civ-spouse,Bachelors,13,Self-emp-not-inc
White,20,0,Own-child,United-States,Machine-op-inspct,40,<=50K,70076,0,Female,Never-married,Some-college,10,Private
White,41,0,Husband,United-States,Machine-op-inspct,25,<=50K,147110,0,Male,Married-civ-spouse,HS-grad,9,Self-emp-not-inc
White,33,0,Not-in-family,?,Transport-moving,40,<=50K,182926,0,Male,Never-married,Bachelors,13,Self-emp-not-inc
White,41,0,Husband,United-States,Tech-support,45,>50K,171546,0,Male,Married-civ-spouse,Bachelors,13,Private
White,18,0,Own-child,United-States,Adm-clerical,15,<=50K,242615,0,Female,Never-married,Some-college,10,Private
Asian-Pac-Islander,48,0,Unmarried,Philippines,Adm-clerical,40,<=50K,148121,0,Female,Married-spouse-absent,Bachelors,13,Local-gov
White,32,1672,Husband,United-States,Exec-managerial,60,<=50K,110331,0,Male,Married-civ-spouse,HS-grad,9,Private
White,49,0,Husband,United-States,Adm-clerical,40,>50K,133669,0,Male,Married-civ-spouse,Some-college,10,Private
Black,45,0,Unmarried,United-States,Craft-repair,40,<=50K,122195,0,Female,Widowed,HS-grad,9,Private
Black,18,0,Unmarried,United-States,?,50,<=50K,340117,0,Female,Never-married,11th,7,?
White,35,0,Husband,United-States,Other-service,60,<=50K,199753,0,Male,Married-civ-spouse,Some-college,10,Self-emp-not-inc
White,29,1408,Not-in-family,United-States,Handlers-cleaners,40,<=50K,193152,0,Male,Never-married,HS-grad,9,Private
White,41,0,Unmarried,United-States,Sales,30,<=50K,173370,0,Female,Separated,Bachelors,13,Private
White,28,0,Other-relative,United-States,?,40,<=50K,194087,0,Female,Never-married,Some-college,10,?
White,31,0,Husband,Italy,Adm-clerical,40,<=50K,189759,0,Male,Married-civ-spouse,Assoc-acdm,12,Private
Black,18,0,Own-child,United-States,Sales,10,<=50K,138917,0,Female,Never-married,11th,7,Private
White,38,0,Unmarried,United-States,Prof-specialty,56,<=50K,32837,0,Female,Divorced,Bachelors,13,Private
White,60,0,Husband,United-States,Farming-fishing,40,<=50K,236470,0,Male,Married-civ-spouse,7th-8th,4,Self-emp-not-inc
White,23,0,Unmarried,United-States,Other-service,35,<=50K,197904,0,Female,Never-married,HS-grad,9,Private
White,30,0,Husband,United-States,Sales,40,>50K,235271,0,Male,Married-civ-spouse,Bachelors,13,Private
Black,31,0,Wife,United-States,Sales,40,<=50K,305692,0,Female,Married-civ-spouse,Some-college,10,Private
White,63,0,Husband,United-States,Other-service,45,<=50K,420629,0,Male,Married-civ-spouse,Assoc-voc,11,Self-emp-not-inc
White,55,0,Unmarried,United-States,Adm-clerical,73,<=50K,147653,0,Female,Divorced,Bachelors,13,Private
White,60,0,Husband,United-States,Exec-managerial,35,>50K,232618,0,Male,Married-civ-spouse,Bachelors,13,Private
White,68,0,Husband,United-States,Sales,30,<=50K,253866,0,Male,Married-civ-spouse,Bachelors,13,Private
White,44,0,Husband,United-States,Machine-op-inspct,40,>50K,161819,0,Male,Married-civ-spouse,HS-grad,9,Private
White,46,1848,Husband,United-States,Tech-support,40,>50K,349230,0,Male,Married-civ-spouse,Assoc-voc,11,Federal-gov
White,48,0,Husband,United-States,Exec-managerial,65,>50K,165484,0,Male,Married-civ-spouse,Some-college,10,Private
White,59,0,Husband,United-States,Transport-moving,45,<=50K,286967,0,Male,Married-civ-spouse,HS-grad,9,Local-gov
White,60,1485,Husband,United-States,Craft-repair,50,>50K,148492,0,Male,Married-civ-spouse,HS-grad,9,Self-emp-not-inc
White,25,0,Own-child,United-States,Tech-support,25,<=50K,55718,0,Male,Never-married,Some-college,10,Private
White,52,0,Not-in-family,United-States,Craft-repair,40,<=50K,114228,3325,Male,Divorced,HS-grad,9,Private
White,47,0,Husband,United-States,Sales,60,>50K,362835,0,Male,Married-civ-spouse,Bachelors,13,Private
White,50,0,Husband,United-States,Tech-support,40,>50K,20179,0,Male,Married-civ-spouse,Masters,14,Federal-gov
White,43,0,Husband,United-States,Sales,80,>50K,226902,0,Male,Married-civ-spouse,HS-grad,9,Private
White,54,0,Husband,United-States,Handlers-cleaners,40,<=50K,294991,0,Male,Married-civ-spouse,10th,6,Private
White,45,1672,Husband,United-States,Adm-clerical,40,<=50K,181970,0,Male,Married-civ-spouse,HS-grad,9,Federal-gov
White,33,0,Not-in-family,United-States,Handlers-cleaners,40,<=50K,69311,0,Male,Never-married,HS-grad,9,Private
White,61,0,Husband,United-States,Sales,30,>50K,196773,0,Male,Married-civ-spouse,7th-8th,4,Self-emp-not-inc
White,62,0,Husband,United-States,Craft-repair,55,>50K,71467,0,Male,Married-civ-spouse,Bachelors,13,Self-emp-not-inc
White,58,0,Husband,United-States,Machine-op-inspct,40,<=50K,187487,0,Male,Married-civ-spouse,HS-grad,9,Private
Black,45,0,Not-in-family,Trinadad&Tobago,Tech-support,40,<=50K,165232,0,Female,Divorced,Some-college,10,Private
White,47,0,Unmarried,Puerto-Rico,Other-service,37,<=50K,214702,0,Female,Divorced,HS-grad,9,Private
White,33,0,Not-in-family,United-States,Sales,50,<=50K,460408,3325,Male,Never-married,HS-grad,9,Private
White,19,0,Own-child,United-States,Sales,12,<=50K,195805,0,Female,Never-married,HS-grad,9,Private
White,33,0,Husband,United-States,Prof-specialty,50,<=50K,96245,0,Male,Married-civ-spouse,Assoc-acdm,12,Private
White,56,0,Husband,United-States,Machine-op-inspct,40,<=50K,318329,0,Male,Married-civ-spouse,HS-grad,9,Private
White,40,0,Husband,Cuba,Prof-specialty,40,>50K,236110,0,Male,Married-civ-spouse,12th,8,Private
White,39,0,Wife,United-States,Prof-specialty,32,>50K,103925,7688,Female,Married-civ-spouse,Bachelors,13,Private
White,35,0,Unmarried,United-States,Tech-support,75,<=50K,308945,0,Female,Divorced,HS-grad,9,Private
White,23,0,Other-relative,United-States,Handlers-cleaners,40,<=50K,148709,0,Female,Separated,HS-grad,9,Private
White,37,0,Own-child,Cuba,Other-service,40,<=50K,243587,0,Female,Separated,Some-college,10,Self-emp-not-inc
White,41,0,Unmarried,United-States,Exec-managerial,45,<=50K,29324,0,Female,Divorced,HS-grad,9,State-gov
White,21,0,Other-relative,Mexico,Adm-clerical,40,<=50K,194723,0,Female,Never-married,Some-college,10,Private
White,29,0,Husband,United-States,Handlers-cleaners,45,<=50K,110442,0,Male,Married-civ-spouse,HS-grad,9,Private
Black,37,0,Unmarried,United-States,Other-service,30,<=50K,232614,0,Female,Divorced,HS-grad,9,Private
White,34,0,Unmarried,United-States,Other-service,38,<=50K,112584,0,Female,Divorced,10th,6,Private
White,51,0,Husband,United-States,Tech-support,40,>50K,163948,0,Male,Married-civ-spouse,Assoc-voc,11,Private
White,41,1590,Not-in-family,United-States,Transport-moving,40,<=50K,214541,0,Male,Divorced,HS-grad,9,Self-emp-not-inc
White,31,0,Wife,United-States,?,25,>50K,26553,0,Female,Married-civ-spouse,Bachelors,13,?
White,32,0,Wife,United-States,Farming-fishing,40,<=50K,198452,0,Female,Married-civ-spouse,HS-grad,9,Private
White,17,0,Own-child,United-States,?,20,<=50K,138507,0,Male,Never-married,10th,6,?
White,24,0,Wife,?,Priv-house-serv,40,<=50K,178255,0,Female,Married-civ-spouse,Some-college,10,Private
White,50,0,Wife,United-States,Prof-specialty,16,<=50K,287927,0,Female,Married-civ-spouse,HS-grad,9,Private
White,46,0,Husband,United-States,Machine-op-inspct,50,<=50K,185041,0,Male,Married-civ-spouse,HS-grad,9,Private
White,24,0,Own-child,Peru,Transport-moving,40,<=50K,333505,0,Male,Married-spouse-absent,HS-grad,9,Private
White,31,0,Own-child,United-States,Adm-clerical,40,<=50K,173002,0,Female,Never-married,HS-grad,9,Private
White,37,0,Husband,Mexico,?,6,<=50K,148266,0,Male,Married-civ-spouse,Prof-school,15,?
White,60,0,Husband,United-States,Exec-managerial,50,>50K,165982,0,Male,Married-civ-spouse,Masters,14,Local-gov
White,62,0,Husband,United-States,Sales,40,<=50K,39630,0,Male,Married-civ-spouse,HS-grad,9,Self-emp-not-inc
White,33,0,Wife,Mexico,Machine-op-inspct,40,<=50K,403468,0,Female,Married-civ-spouse,HS-grad,9,Private
White,29,0,Husband,United-States,Prof-specialty,50,>50K,282944,0,Male,Married-civ-spouse,Doctorate,16,Private
White,26,0,Own-child,United-States,Tech-support,35,<=50K,134888,0,Female,Never-married,Bachelors,13,Private
White,44,0,Husband,United-States,Prof-specialty,40,>50K,111483,0,Male,Married-civ-spouse,Masters,14,State-gov
White,21,0,Not-in-family,United-States,Other-service,40,<=50K,202125,0,Male,Never-married,HS-grad,9,Private
Other,29,0,Not-in-family,United-States,Other-service,40,<=50K,185019,0,Male,Never-married,12th,8,Private
White,29,0,Not-in-family,United-States,Prof-specialty,45,>50K,133696,8614,Male,Never-married,Bachelors,13,Private
White,17,0,Own-child,United-States,Sales,12,<=50K,242718,0,Male,Never-married,11th,7,Private
White,36,0,Unmarried,United-States,Adm-clerical,40,<=50K,732569,0,Female,Divorced,9th,5,Private
White,46,0,Husband,United-States,Protective-serv,40,<=50K,57914,0,Male,Married-civ-spouse,HS-grad,9,Private
White,45,0,Not-in-family,United-States,Exec-managerial,44,<=50K,200363,0,Female,Divorced,Assoc-voc,11,Private
White,41,1485,Husband,United-States,Craft-repair,40,<=50K,193524,0,Male,Married-civ-spouse,HS-grad,9,Private
White,76,0,Not-in-family,United-States,Prof-specialty,15,<=50K,25319,0,Female,Widowed,Masters,14,Federal-gov
White,47,1977,Husband,United-States,Prof-specialty,60,>50K,139268,0,Male,Married-civ-spouse,Prof-school,15,Self-emp-inc
White,51,0,Husband,United-States,Prof-specialty,45,>50K,204447,0,Male,Married-civ-spouse,Some-college,10,Private
White,45,0,Husband,United-States,Prof-specialty,37,>50K,61885,0,Male,Married-civ-spouse,Masters,14,Local-gov
White,41,0,Not-in-family,United-States,Machine-op-inspct,40,<=50K,151736,0,Male,Never-married,10th,6,Private
White,23,1902,Husband,United-States,Machine-op-inspct,40,<=50K,196827,0,Male,Married-civ-spouse,Some-college,10,Private
White,40,0,Husband,United-States,Prof-specialty,45,<=50K,224799,0,Male,Married-civ-spouse,Bachelors,13,Private
White,46,0,Husband,United-States,Adm-clerical,40,<=50K,130779,0,Male,Married-civ-spouse,Some-college,10,Private
White,58,0,Husband,United-States,Farming-fishing,50,<=50K,218724,0,Male,Married-civ-spouse,7th-8th,4,Private
White,76,0,Husband,United-States,Sales,24,<=50K,93125,1424,Male,Married-civ-spouse,HS-grad,9,Private
White,29,0,Wife,United-States,Exec-managerial,42,>50K,85572,0,Female,Married-civ-spouse,Bachelors,13,Private
White,49,0,Husband,United-States,Craft-repair,40,>50K,405309,0,Male,Married-civ-spouse,Assoc-voc,11,Local-gov
White,47,0,Unmarried,United-States,Exec-managerial,45,<=50K,44216,0,Female,Divorced,HS-grad,9,Private
White,39,0,Husband,United-States,Machine-op-inspct,38,>50K,236391,0,Male,Married-civ-spouse,HS-grad,9,Local-gov
White,29,0,Not-in-family,United-States,Prof-specialty,40,>50K,157612,14344,Female,Never-married,Bachelors,13,Private
White,30,0,Husband,United-States,Farming-fishing,40,<=50K,241885,0,Male,Married-civ-spouse,Some-college,10,Private
White,44,0,Husband,United-States,Adm-clerical,40,>50K,251305,0,Male,Married-civ-spouse,Assoc-acdm,12,Federal-gov
White,32,0,Husband,Dominican-Republic,Protective-serv,46,<=50K,235124,0,Male,Married-civ-spouse,Some-college,10,Private
White,29,0,Wife,Scotland,Machine-op-inspct,40,<=50K,89813,0,Female,Married-civ-spouse,HS-grad,9,Private
White,35,1980,Not-in-family,United-States,Sales,65,<=50K,187119,0,Female,Divorced,Bachelors,13,Private
White,31,0,Own-child,United-States,Exec-managerial,45,<=50K,304212,0,Male,Never-married,Some-college,10,Self-emp-inc
White,38,0,Unmarried,United-States,Sales,55,<=50K,141584,0,Male,Divorced,HS-grad,9,Self-emp-inc
White,36,0,Not-in-family,United-States,Sales,60,<=50K,183898,0,Male,Divorced,Bachelors,13,Self-emp-inc
White,46,0,Husband,United-States,Prof-specialty,38,<=50K,394860,0,Male,Married-civ-spouse,Bachelors,13,State-gov
White,40,0,Husband,United-States,Prof-specialty,40,>50K,280167,0,Male,Married-civ-spouse,Masters,14,Federal-gov
White,28,0,Not-in-family,United-States,Exec-managerial,40,<=50K,226198,0,Female,Divorced,HS-grad,9,Self-emp-not-inc
Asian-Pac-Islander,50,0,Husband,Laos,Adm-clerical,40,>50K,339547,0,Male,Married-civ-spouse,Prof-school,15,Local-gov
White,78,0,Husband,United-States,?,20,<=50K,292019,0,Male,Married-civ-spouse,7th-8th,4,?
White,64,0,Not-in-family,United-States,Exec-managerial,10,<=50K,285052,0,Female,Widowed,Some-college,10,Private
White,30,0,Husband,United-States,Transport-moving,40,<=50K,312667,0,Male,Married-civ-spouse,HS-grad,9,Private
White,26,0,Not-in-family,United-States,Prof-specialty,40,<=50K,197530,0,Female,Married-spouse-absent,Masters,14,Local-gov
Black,46,0,Own-child,United-States,Adm-clerical,36,<=50K,166181,0,Female,Never-married,Some-college,10,Private
White,43,1887,Husband,United-States,Protective-serv,40,>50K,96102,0,Male,Married-civ-spouse,Some-college,10,Local-gov
White,35,0,Husband,United-States,Prof-specialty,40,<=50K,167140,5013,Male,Married-civ-spouse,Bachelors,13,Private
White,28,0,Wife,United-States,Machine-op-inspct,40,<=50K,113987,0,Female,Married-civ-spouse,HS-grad,9,Private
White,38,0,Other-relative,United-States,Machine-op-inspct,40,<=50K,130813,0,Female,Divorced,HS-grad,9,Private
White,26,0,Husband,United-States,Sales,48,<=50K,101027,0,Male,Married-civ-spouse,HS-grad,9,Private
White,48,0,Husband,United-States,Exec-managerial,40,>50K,207277,15024,Male,Married-civ-spouse,Masters,14,Private
White,39,0,Husband,United-States,Sales,40,<=50K,89508,0,Male,Married-civ-spouse,Bachelors,13,Private
Asian-Pac-Islander,35,0,Husband,China,Sales,35,<=50K,356250,0,Male,Married-civ-spouse,Prof-school,15,Private
White,46,0,Unmarried,United-States,Craft-repair,40,>50K,358585,0,Male,Divorced,Some-college,10,Private
White,52,0,Husband,United-States,Handlers-cleaners,40,<=50K,95704,0,Male,Married-civ-spouse,9th,5,Private
White,44,0,Unmarried,United-States,Prof-specialty,25,<=50K,202872,0,Female,Divorced,Some-college,10,Local-gov
Asian-Pac-Islander,32,0,Unmarried,United-States,Adm-clerical,46,<=50K,161478,0,Female,Divorced,Bachelors,13,Local-gov
White,57,0,Husband,United-States,Craft-repair,48,>50K,287229,0,Male,Married-civ-spouse,HS-grad,9,Self-emp-not-inc
White,32,0,Husband,United-States,Other-service,41,<=50K,87310,0,Male,Married-civ-spouse,HS-grad,9,Local-gov
White,37,0,Unmarried,United-States,Prof-specialty,32,>50K,118486,4934,Female,Separated,Bachelors,13,Private
Asian-Pac-Islander,27,0,Husband,India,Tech-support,40,>50K,207352,0,Male,Married-civ-spouse,Bachelors,13,Private
White,43,0,Husband,United-States,Craft-repair,60,>50K,154374,15024,Male,Married-civ-spouse,Some-college,10,Private
White,20,0,Own-child,Germany,Adm-clerical,12,<=50K,186014,0,Female,Never-married,Some-college,10,Self-emp-not-inc
White,29,0,Husband,United-States,Machine-op-inspct,48,<=50K,289960,0,Male,Married-civ-spouse,HS-grad,9,Private
White,39,0,Husband,United-States,Prof-specialty,45,>50K,287031,0,Male,Married-civ-spouse,Masters,14,Local-gov
White,23,0,Own-child,United-States,Adm-clerical,20,<=50K,309055,0,Female,Never-married,Some-college,10,State-gov
White,24,0,Husband,United-States,Craft-repair,40,<=50K,23438,0,Male,Married-civ-spouse,HS-grad,9,Private
White,35,0,Unmarried,United-States,Other-service,30,<=50K,332588,0,Female,Divorced,HS-grad,9,Private
White,27,0,Husband,United-States,Craft-repair,40,<=50K,588905,0,Male,Married-civ-spouse,HS-grad,9,Private
White,35,0,Unmarried,?,?,16,<=50K,163582,0,Female,Divorced,10th,6,?
White,65,0,Husband,United-States,Adm-clerical,15,<=50K,386672,0,Male,Married-civ-spouse,Assoc-voc,11,Private
White,48,0,Unmarried,United-States,Exec-managerial,42,<=50K,46677,0,Female,Divorced,Assoc-acdm,12,Private
White,40,0,Husband,United-States,Machine-op-inspct,40,<=50K,276096,0,Male,Married-civ-spouse,HS-grad,9,Private
White,19,0,Not-in-family,United-States,Other-service,30,<=50K,35865,0,Female,Never-married,Some-college,10,Private
White,57,0,Husband,United-States,Craft-repair,40,<=50K,327901,0,Male,Married-civ-spouse,10th,6,Self-emp-not-inc
White,31,0,Not-in-family,United-States,Other-service,32,<=50K,195136,0,Female,Divorced,Assoc-acdm,12,Private
White,36,0,Husband,United-States,Exec-managerial,60,>50K,272944,0,Male,Married-civ-spouse,Assoc-voc,11,Private
White,20,0,Own-child,United-States,Handlers-cleaners,40,<=50K,48121,0,Male,Never-married,HS-grad,9,Private
Asian-Pac-Islander,37,0,Husband,Hong,Craft-repair,40,<=50K,154210,0,Male,Married-civ-spouse,Some-college,10,Private
White,44,0,Unmarried,United-States,Prof-specialty,40,<=50K,101950,0,Female,Separated,Prof-school,15,Local-gov
White,25,0,Husband,United-States,Transport-moving,40,<=50K,254933,0,Male,Married-civ-spouse,11th,7,Private
Black,22,0,Unmarried,United-States,Machine-op-inspct,40,<=50K,189277,0,Female,Never-married,HS-grad,9,Private
Black,50,0,Wife,United-States,Exec-managerial,40,>50K,186888,0,Female,Married-civ-spouse,HS-grad,9,Local-gov
White,26,0,Wife,United-States,Exec-managerial,25,<=50K,192302,0,Female,Married-civ-spouse,Some-college,10,Private
White,30,0,Husband,United-States,Adm-clerical,40,<=50K,119422,0,Male,Married-civ-spouse,10th,6,State-gov
Black,47,0,Not-in-family,United-States,Machine-op-inspct,40,<=50K,115358,0,Female,Divorced,HS-grad,9,Private
White,26,0,Unmarried,United-States,Adm-clerical,40,<=50K,219815,0,Female,Married-spouse-absent,Some-college,10,Private
White,28,0,Unmarried,United-States,Prof-specialty,40,<=50K,395022,0,Female,Divorced,Assoc-voc,11,Private
White,57,1887,Husband,United-States,Transport-moving,40,>50K,173796,0,Male,Married-civ-spouse,HS-grad,9,Private
White,74,0,Husband,United-States,Exec-managerial,4,<=50K,109101,0,Male,Married-civ-spouse,Some-college,10,Self-emp-not-inc
White,28,0,Husband,United-States,Other-service,35,>50K,200515,0,Male,Married-civ-spouse,Some-college,10,Private
Black,34,0,Husband,Jamaica,Prof-specialty,40,>50K,300681,0,Male,Married-civ-spouse,Some-college,10,Private
White,45,0,Husband,United-States,Sales,50,>50K,140644,0,Male,Married-civ-spouse,HS-grad,9,Private
White,44,0,Unmarried,United-States,Prof-specialty,45,<=50K,58124,0,Male,Divorced,Bachelors,13,Local-gov
White,28,0,Not-in-family,United-States,Tech-support,35,<=50K,161538,0,Female,Never-married,Bachelors,13,Private
White,32,0,Other-relative,United-States,Sales,45,<=50K,56026,0,Male,Married-civ-spouse,Bachelors,13,Self-emp-not-inc
White,46,1876,Not-in-family,United-States,Prof-specialty,60,<=50K,175754,0,Female,Divorced,Masters,14,Local-gov
White,45,0,Husband,United-States,Prof-specialty,50,>50K,287920,0,Male,Married-civ-spouse,Masters,14,Local-gov
White,53,0,Husband,United-States,Prof-specialty,40,<=50K,103931,0,Male,Married-civ-spouse,Some-college,10,Private
White,68,0,Husband,United-States,Exec-managerial,20,>50K,182131,10605,Male,Married-civ-spouse,Some-college,10,Self-emp-inc
White,25,0,Not-in-family,United-States,Sales,50,<=50K,262778,6849,Female,Never-married,Bachelors,13,Private
White,39,0,Husband,United-States,Transport-moving,48,>50K,33355,7298,Male,Married-civ-spouse,HS-grad,9,Private
White,26,0,Wife,United-States,Adm-clerical,40,<=50K,360252,0,Female,Married-civ-spouse,Assoc-acdm,12,Private
Black,44,0,Not-in-family,United-States,Other-service,55,<=50K,143368,0,Male,Never-married,Some-college,10,Private
White,47,0,Unmarried,United-States,Adm-clerical,40,<=50K,160647,0,Female,Separated,HS-grad,9,Federal-gov
White,46,0,Unmarried,United-States,Farming-fishing,48,<=50K,250821,0,Male,Divorced,Prof-school,15,Private
White,45,0,Wife,United-States,Sales,50,<=50K,177543,0,Female,Married-civ-spouse,HS-grad,9,Self-emp-inc
White,55,0,Husband,United-States,Handlers-cleaners,40,>50K,105582,3103,Male,Married-civ-spouse,HS-grad,9,Private
White,50,0,Husband,United-States,Craft-repair,40,>50K,215990,0,Male,Married-civ-spouse,HS-grad,9,Private
White,54,0,Not-in-family,United-States,Prof-specialty,50,<=50K,128378,0,Male,Widowed,Some-college,10,Private
White,57,0,Husband,Poland,Machine-op-inspct,40,>50K,319733,0,Male,Married-civ-spouse,Bachelors,13,Private
White,47,0,Husband,United-States,Other-service,47,>50K,248059,0,Male,Married-civ-spouse,Some-college,10,Private
Black,34,0,Not-in-family,United-States,Transport-moving,80,<=50K,281852,0,Male,Never-married,HS-grad,9,Private
White,58,0,Husband,United-States,Prof-specialty,40,>50K,190763,0,Male,Married-civ-spouse,Bachelors,13,Self-emp-inc
White,25,0,Husband,United-States,Machine-op-inspct,40,<=50K,290528,0,Male,Married-civ-spouse,HS-grad,9,Private
White,51,0,Unmarried,United-States,Prof-specialty,40,<=50K,117253,0,Female,Widowed,HS-grad,9,Private
White,34,0,Husband,United-States,Farming-fishing,72,<=50K,80249,0,Male,Married-civ-spouse,Some-college,10,Self-emp-inc
White,51,0,Not-in-family,United-States,Other-service,24,<=50K,143865,0,Female,Widowed,10th,6,Local-gov
Black,36,0,Husband,United-States,Transport-moving,45,<=50K,247750,0,Male,Married-civ-spouse,HS-grad,9,Private
White,26,0,Not-in-family,United-States,Sales,40,<=50K,94936,0,Male,Never-married,Assoc-acdm,12,Private
White,42,0,Husband,United-States,Other-service,45,<=50K,37937,0,Male,Married-civ-spouse,Assoc-voc,11,Private
White,59,0,Husband,United-States,Craft-repair,40,<=50K,157932,0,Male,Married-civ-spouse,HS-grad,9,Private
White,50,0,Husband,United-States,Machine-op-inspct,47,<=50K,160572,3137,Male,Married-civ-spouse,HS-grad,9,Private
White,43,0,Unmarried,United-States,Adm-clerical,50,>50K,143939,0,Female,Divorced,HS-grad,9,State-gov
White,57,0,Husband,United-States,Craft-repair,50,>50K,65080,0,Male,Married-civ-spouse,HS-grad,9,Self-emp-not-inc
White,32,0,Unmarried,United-States,Machine-op-inspct,40,<=50K,76773,0,Female,Divorced,Some-college,10,Private
